[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
  > 12:17:04 >> pos-Alexis*030908
  > 12:17:05 >> pos-milio*030302
  > 12:17:05 >> pos-milio*030303
  > 12:17:16 >> pos-milio*030403
  > 12:17:16 >> pos-milio*030503
  > 12:17:16 >> pos-milio*030603
  > 12:17:16 >> pos-milio*030703
  > 12:17:16 >> pos-milio*030803
  > 12:17:17 >> pos-milio*030903
  > 12:17:17 >> pos-milio*031003
  > 12:17:17 >> pos-milio*031103
  > 12:17:17 >> pos-milio*031203
  > 12:17:17 >> pos-milio*031303
  > 12:17:17 >> pos-milio*031403
  > 12:17:18 >> pos-milio*040003
  > 12:17:19 >> pos-milio*040103
  > 12:17:19 >> pos-milio*040203
  > 12:17:21 >> pos-Alexis*031008
  > 12:17:23 >> pos-Alexis*031108
  > 12:17:23 >> pos-Alexis*031208
  > 12:17:23 >> pos-Alexis*031308
  > 12:17:23 >> pos-Alexis*031408
  > 12:17:24 >> pos-Alexis*040008
  > 12:17:24 >> pos-Alexis*040108
  > 12:17:25 >> pos-Alexis*040208
  > 12:17:26 >> pos-Alexis*040207
  > 12:17:27 >> pos-Alexis*040206
  > 12:17:27 >> pos-milio*040204
  > 12:17:27 >> pos-Alexis*040205
  > 12:17:28 >> pos-milio*040205
  > 12:17:28 >> combate-Alexis*milio$11%20
  > 12:17:28 >> combate-milio*Alexis$01%100
  > 12:17:28 >> combate-Alexis*milio$11%20
  > 12:17:31 >> accion-Alexis*0
  > 12:17:32 >> accion-Alexis*0
  > 12:17:32 >> accion-Alexis*0
  > 12:17:32 >> accion-Alexis*0
  > 12:17:32 >> accion-Alexis*0
  > 12:17:32 >> accion-Alexis*0
  > 12:17:33 >> accion-Alexis*0
  > 12:17:33 >> accion-Alexis*0
  > 12:17:33 >> accion-Alexis*0
  > 12:17:33 >> accion-Alexis*0
  > 12:17:33 >> accion-Alexis*0
  > 12:17:33 >> accion-Alexis*0
  > 12:17:34 >> accion-Alexis*0
  > 12:17:34 >> accion-Alexis*0
  > 12:17:34 >> accion-Alexis*0
  > 12:17:34 >> accion-Alexis*0
  > 12:17:34 >> accion-Alexis*0
  > 12:17:34 >> pos-Alexis*030707
  > 12:17:34 >> accion-milio*6
  > 12:17:42 >> pos-Alexis*030708
  > 12:17:46 >> pos-Alexis*030709
  > 12:17:47 >> pos-Alexis*030809
  > 12:17:50 >> pos-Alexis*030909
  > 12:17:51 >> pos-Alexis*030908
  > 12:17:52 >> pos-Alexis*030907
  > 12:17:52 >> pos-Alexis*030906
  > 12:17:52 >> pos-Alexis*030905
  > 12:17:52 >> pos-Alexis*030904
  > 12:17:52 >> pos-Alexis*030903
  > 12:17:52 >> pos-Alexis*030902
  > 12:17:53 >> pos-Alexis*030901
  > 12:17:53 >> pos-Alexis*000914
  > 12:17:53 >> pos-Alexis*000913
  > 12:17:54 >> pos-Alexis*000912
  > 12:17:54 >> pos-Alexis*000911
  > 12:17:55 >> pos-Alexis*000910
  > 12:17:55 >> pos-Alexis*000909
  > 12:17:56 >> pos-Alexis*000908
  > 12:17:56 >> pos-Alexis*000907
  > 12:17:56 >> pos-Alexis*000906
  > 12:17:57 >> pos-Alexis*000905
  > 12:17:57 >> pos-Alexis*000904
  > 12:17:57 >> pos-Alexis*000903
  > 12:17:57 >> pos-Alexis*000902
  > 12:17:58 >> pos-Alexis*000901
  > 12:17:58 >> pos-Alexis*000901
  > 12:17:58 >> pos-Alexis*000901
  > 12:17:59 >> pos-Alexis*000902
  > 12:18:00 >> pos-Alexis*000903
  > 12:18:00 >> pos-Alexis*000904
  > 12:18:00 >> pos-Alexis*000905
  > 12:18:02 >> pos-Alexis*001005
  > 12:18:02 >> pos-Alexis*001105
  > 12:18:02 >> pos-Alexis*001205
  > 12:18:04 >> pos-Alexis*001204
  > 12:18:04 >> pos-Alexis*001203
  > 12:18:04 >> pos-Alexis*001202
  > 12:18:04 >> pos-Alexis*001201
  > 12:18:05 >> pos-Alexis*001201
  > 12:18:05 >> pos-Alexis*001201
  > 12:18:06 >> pos-Alexis*001301
  > 12:18:06 >> pos-Alexis*001401
  > 12:18:07 >> pos-Alexis*010001
  > 12:18:07 >> pos-Alexis*010101
  > 12:18:08 >> pos-Alexis*010201
  > 12:18:08 >> pos-Alexis*010301
  > 12:18:08 >> pos-Alexis*010401
  > 12:18:08 >> pos-Alexis*010501
  > 12:18:09 >> pos-Alexis*010601
  > 12:18:09 >> pos-Alexis*010701
  > 12:18:09 >> pos-Alexis*010801
  > 12:18:09 >> pos-Alexis*010901
  > 12:18:09 >> pos-Alexis*011001
  > 12:18:09 >> pos-Alexis*011101
  > 12:18:10 >> pos-Alexis*011201
  > 12:18:10 >> pos-Alexis*011301
  > 12:18:10 >> pos-Alexis*011401
  > 12:18:10 >> pos-Alexis*020001
  > 12:18:10 >> pos-Alexis*020101
  > 12:18:11 >> pos-Alexis*020201
  > 12:18:11 >> pos-Alexis*020301
  > 12:18:12 >> pos-Alexis*020302
  > 12:18:12 >> pos-Alexis*020303
  > 12:18:12 >> pos-Alexis*020304
  > 12:18:13 >> pos-Alexis*020305
  > 12:18:13 >> pos-Alexis*020306
  > 12:18:13 >> pos-Alexis*020307
  > 12:18:13 >> pos-Alexis*020308
  > 12:18:13 >> pos-Alexis*020309
  > 12:18:13 >> pos-Alexis*020310
  > 12:18:15 >> pos-Alexis*020410
  > 12:18:15 >> pos-Alexis*020510
  > 12:18:15 >> pos-Alexis*020610
  > 12:18:16 >> pos-Alexis*020710
  > 12:18:18 >> pos-Alexis*020610
  > 12:18:18 >> pos-Alexis*020611
  > 12:18:18 >> pos-Alexis*020612
  > 12:18:19 >> pos-Alexis*020613
  > 12:18:19 >> pos-Alexis*020614
  > 12:18:19 >> pos-Alexis*050601
  > 12:18:20 >> pos-Alexis*050602
  > 12:18:20 >> pos-Alexis*050603
  > 12:18:20 >> pos-Alexis*050604
  > 12:18:21 >> pos-Alexis*050605
  > 12:18:21 >> pos-Alexis*050606
  > 12:18:21 >> pos-Alexis*050607
  > 12:18:21 >> pos-Alexis*050608
  > 12:18:21 >> pos-Alexis*050609
  > 12:18:22 >> pos-Alexis*050610
  > 12:18:22 >> pos-Alexis*050611
  > 12:18:22 >> pos-Alexis*050612
  > 12:18:22 >> pos-Alexis*050613
  > 12:18:22 >> pos-Alexis*050614
  > 12:18:23 >> pos-Alexis*080601
  > 12:18:23 >> pos-Alexis*080602
  > 12:18:23 >> pos-Alexis*080603
  > 12:18:24 >> pos-Alexis*080604
  > 12:18:24 >> pos-Alexis*080605
  > 12:18:24 >> pos-Alexis*080606
  > 12:18:24 >> pos-Alexis*080607
  > 12:18:24 >> pos-Alexis*080608
  > 12:18:25 >> pos-Alexis*080508
  > 12:18:25 >> pos-Alexis*080408
  > 12:18:26 >> pos-Alexis*080308
  > 12:18:26 >> pos-Alexis*080208
  > 12:18:26 >> pos-Alexis*080108
  > 12:18:26 >> pos-Alexis*080008
  > 12:18:26 >> pos-Alexis*071408
  > 12:18:27 >> pos-Alexis*071308
  > 12:18:27 >> pos-Alexis*071208
  > 12:18:27 >> pos-Alexis*071108
  > 12:18:27 >> pos-Alexis*071008
  > 12:18:28 >> pos-Alexis*070908
  > 12:18:28 >> pos-Alexis*070808
  > 12:18:28 >> pos-Alexis*070708
  > 12:18:28 >> pos-Alexis*070608
  > 12:18:28 >> pos-Alexis*070508
  > 12:18:29 >> pos-Alexis*070408
  > 12:18:29 >> pos-Alexis*070308
  > 12:18:29 >> pos-Alexis*070208
  > 12:18:29 >> pos-Alexis*070108
  > 12:18:29 >> pos-Alexis*070008
  > 12:18:30 >> pos-Alexis*061408
  > 12:18:30 >> pos-Alexis*061308
  > 12:18:30 >> pos-Alexis*061208
  > 12:18:30 >> pos-Alexis*061108
  > 12:18:31 >> pos-Alexis*061008
  > 12:18:31 >> pos-Alexis*060908
  > 12:18:31 >> pos-Alexis*060808
  > 12:18:31 >> pos-Alexis*060708
  > 12:18:31 >> pos-Alexis*060608
  > 12:18:32 >> pos-Alexis*060508
  > 12:18:32 >> pos-Alexis*060507
  > 12:18:32 >> pos-Alexis*060506
  > 12:18:33 >> pos-Alexis*060505
  > 12:18:33 >> pos-Alexis*060504
  > 12:18:33 >> pos-Alexis*060503
  > 12:18:33 >> pos-Alexis*060502
  > 12:18:33 >> pos-Alexis*060501
  > 12:18:34 >> pos-Alexis*030514
  > 12:18:34 >> pos-Alexis*030513
  > 12:18:34 >> pos-Alexis*030512
  > 12:18:35 >> pos-Alexis*030511
  > 12:18:35 >> pos-Alexis*030510
  > 12:18:35 >> pos-Alexis*030509
  > 12:18:35 >> pos-Alexis*030508
  > 12:18:35 >> pos-Alexis*030507
  > 12:18:36 >> pos-Alexis*030506
  > 12:18:36 >> pos-Alexis*030505
  > 12:18:36 >> pos-Alexis*030504
  > 12:18:36 >> pos-Alexis*030503
  > 12:18:36 >> pos-Alexis*030502
  > 12:18:37 >> pos-Alexis*030501
  > 12:18:37 >> pos-Alexis*000514
  > 12:18:37 >> pos-Alexis*000513
  > 12:18:37 >> pos-Alexis*000512
  > 12:18:38 >> pos-Alexis*000511
  > 12:18:38 >> pos-Alexis*000510
  > 12:18:38 >> pos-Alexis*000509
  > 12:18:38 >> pos-Alexis*000508
  > 12:18:38 >> pos-Alexis*000507
  > 12:18:39 >> pos-Alexis*000506
  > 12:18:39 >> pos-Alexis*000505
  > 12:18:40 >> pos-Alexis*000605
  > 12:18:40 >> pos-Alexis*000705
  > 12:19:07 >> pos-Alexis*000805
  > 12:19:07 >> pos-Alexis*000905
  > 12:19:14 >> desconectar-milio*0402051002001002310
  > 12:19:28 >> bd-milio
  > 12:19:28 >> okbd-milio*0402050731100200100231
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-08-13 ]
[ Hora: 12:19:41 ]
  > 12:19:50 >> bd-milio
  > 12:19:50 >> okbd-milio*0402050731100200100231
  > 12:19:52 >> conectar-milio*04020507
  > 12:19:59 >> pos-milio*040204
  > 12:19:59 >> pos-milio*040203
